_id,Produto,Categoria do Produto,Preço,Data da Compra,Valor do Frete
65955a121b7c4edbe65117d8,Celular Plus X42,eletronicos,2925.98,2022-09-09,153.3840715373
65955a121b7c4edbe65117d9,Mesa de jantar,moveis,277.18,2022-09-09,15.2901056558
65955a121b7c4edbe65117da,Xadrez de madeira,brinquedos,27.84,2022-09-09,2.370811421
65955a121b7c4edbe65117db,Jogo de tabuleiro,brinquedos,197.45,2022-09-09,10.7967443994
65955a121b7c4edbe65117dc,Mesa de jantar,moveis,337.37,2022-09-09,15.5483766212
65955a121b7c4edbe65117dd,Tablet ABXY,eletronicos,2027.72,2022-09-09,105.554428866
65955a121b7c4edbe65117de,Fogão,eletrodomesticos,1105.95,2022-09-09,56.4729494223
65955a121b7c4edbe65117df,Guarda roupas,moveis,606.36,2022-09-09,32.8131108139
65955a121b7c4edbe65117e0,Impressora,eletronicos,397.96,2022-09-09,21.4732986844
65955a121b7c4edbe65117e1,Dinossauro Rex,brinquedos,23.92,2022-09-09,2.162083214
65955a121b7c4edbe65117e6,Secadora de roupas,eletrodomesticos,770.77,2021-10-09,38.6256227791
65955a121b7c4edbe65117e7,Cadeira de escritório,moveis,663.24,2021-10-09,41.557470093
65955a121b7c4edbe65117e8,Violão,instrumentos musicais,446.53,2021-10-09,24.7162269896
65955a121b7c4edbe65117e9,Guitarra,instrumentos musicais,1122.14,2021-10-09,57.3350182163
65955a121b7c4edbe65117ea,Cubo mágico 8x8,brinquedos,28.42,2021-10-09,0.0
65955a121b7c4edbe65117eb,Cubo mágico 8x8,brinquedos,25.77,2021-10-09,5.8522136853
65955a121b7c4edbe65117ec,Celular Plus X42,eletronicos,3075.16,2021-10-09,161.3274577437
65955a121b7c4edbe65117ed,Tablet ABXY,eletronicos,1864.15,2021-10-09,96.8448184506
65955a121b7c4edbe65117ee,Pandeiro,instrumentos musicais,56.3,2022-10-09,0.0
65955a121b7c4edbe65117ef,Cama king,moveis,694.22,2022-10-09,34.5495655724
65955a121b7c4edbe65117f0,Xadrez de madeira,brinquedos,37.51,2022-10-09,5.1611109775
65955a121b7c4edbe65117f1,Lavadora de roupas,eletrodomesticos,1791.33,2022-10-09,92.9673725226
65955a121b7c4edbe65117f2,Pandeiro,instrumentos musicais,97.21,2022-10-09,2.7605791195
65955a121b7c4edbe65117fc,Impressora,eletronicos,441.87,2021-11-09,21.112687243
65955a121b7c4edbe65117fd,Cadeira de escritório,moveis,481.5,2021-11-09,26.3254386042
65955a121b7c4edbe65117fe,Copo térmico,esporte e lazer,54.8,2021-11-09,10.7159862483
65955a121b7c4edbe65117ff,Blocos de montar,brinquedos,36.61,2021-11-09,0.0
65955a121b7c4edbe6511800,Mesa de jantar,moveis,411.91,2021-11-09,19.5174073748
65955a121b7c4edbe6511801,Modelagem preditiva,livros,98.44,2022-11-09,2.8260729191
65955a121b7c4edbe6511802,Cômoda,moveis,342.67,2022-11-09,18.529272519
65955a121b7c4edbe6511803,Panela de pressão,utilidades domesticas,90.42,2022-11-09,5.0977188889
65955a121b7c4edbe6511804,Smart TV,eletronicos,1957.59,2022-11-09,104.7620432685
65955a121b7c4edbe6511805,Cama box,moveis,944.11,2022-11-09,50.7972822255
65955a121b7c4edbe6511806,Cama box,moveis,723.93,2022-11-09,38.830220535
65955a121b7c4edbe6511807,Impressora,eletronicos,302.28,2022-11-09,16.3842774319
65955a121b7c4edbe6511808,Jogo de panelas,utilidades domesticas,288.83,2022-11-09,16.0663407333
65955a121b7c4edbe6511809,Bola de basquete,esporte e lazer,79.22,2022-11-09,1.8026657406
65955a121b7c4edbe651180a,Corda de pular,esporte e lazer,11.23,2022-11-09,1.9970790622
65955a121b7c4edbe6511814,Cômoda,moveis,321.12,2021-12-09,14.6831130078
65955a121b7c4edbe6511815,Poltrona,moveis,303.19,2021-12-09,13.7283944485
65955a121b7c4edbe6511816,Xadrez de madeira,brinquedos,26.32,2021-12-09,1.9325653439
65955a121b7c4edbe6511817,Bicicleta,esporte e lazer,807.24,2021-12-09,40.5675405626
65955a121b7c4edbe6511818,Iniciando em programação,livros,65.5,2021-12-09,1.0721170159
65955a121b7c4edbe6511819,Guitarra,instrumentos musicais,1240.97,2022-12-09,63.6623582277
65955a121b7c4edbe651181a,Bicicleta,esporte e lazer,615.41,2022-12-09,33.4557432488
65955a121b7c4edbe651181b,Carrinho controle remoto,brinquedos,110.15,2022-12-09,6.1482820331
65955a121b7c4edbe651181c,Carrinho controle remoto,brinquedos,106.51,2022-12-09,3.2557761413
65955a121b7c4edbe651181d,Ciência de dados com python,livros,75.13,2022-12-09,4.5315510038
65955a121b7c4edbe651181e,Jogo de panelas,utilidades domesticas,197.23,2022-12-09,11.0281691421
65955a121b7c4edbe651181f,Assistente virtual,eletronicos,333.81,2022-12-09,15.3588173311
65955a121b7c4edbe6511820,Celular ABXY,eletronicos,1329.44,2022-12-09,80.369624042
65955a121b7c4edbe651182a,Dashboards com Power BI,livros,36.39,2021-01-10,3.3367733707
65955a121b7c4edbe651182b,Cama box,moveis,798.89,2021-01-10,45.7023054391
65955a121b7c4edbe651182c,Bola de vôlei,esporte e lazer,55.03,2021-01-10,0.0
65955a121b7c4edbe651182d,Modelagem preditiva,livros,91.2,2021-01-10,2.4405647
65955a121b7c4edbe651182e,Bola de basquete,esporte e lazer,91.72,2021-01-10,14.4647576034
65955a121b7c4edbe651182f,Corda de pular,esporte e lazer,27.95,2021-01-10,2.0193579402
65955a121b7c4edbe6511830,Celular ABXY,eletronicos,1520.7,2021-01-10,88.7707512294
65955a121b7c4edbe6511831,Dinossauro Rex,brinquedos,26.45,2021-01-10,0.0
65955a121b7c4edbe6511832,Copo térmico,esporte e lazer,63.51,2022-01-10,3.664842345
65955a121b7c4edbe6511833,Sofá retrátil,moveis,931.72,2022-01-10,50.1423915352
65955a121b7c4edbe6511834,Lavadora de roupas,eletrodomesticos,1968.66,2022-01-10,102.4096615424
65955a121b7c4edbe6511835,Celular Plus X42,eletronicos,3280.04,2022-01-10,175.1833668407
65955a121b7c4edbe6511836,Fogão,eletrodomesticos,593.0,2023-01-10,29.159905083
65955a121b7c4edbe6511837,Lava louças,eletrodomesticos,2097.89,2023-01-10,112.2374357251
65955a121b7c4edbe6511838,Smartwatch,eletronicos,164.36,2023-01-10,6.3361146052
65955a121b7c4edbe6511839,Cama king,moveis,1087.84,2023-01-10,55.5086464045
65955a121b7c4edbe651183a,Smart TV,eletronicos,2412.47,2023-01-10,126.0412088827
65955a121b7c4edbe651183b,Assistente virtual,eletronicos,257.89,2023-01-10,14.0149925715
65955a121b7c4edbe651183c,Boneca bebê,brinquedos,79.24,2023-01-10,1.8037306805
65955a121b7c4edbe651183d,Lava louças,eletrodomesticos,1322.5,2023-01-10,70.7022722948
65955a121b7c4edbe651183e,Guarda roupas,moveis,644.06,2023-01-10,41.3805604785
65955a121b7c4edbe651183f,Celular Plus X42,eletronicos,1941.61,2023-01-10,112.4792777183
65955a121b7c4edbe6511844,Bicicleta,esporte e lazer,330.56,2021-02-10,18.1324300672
65955a121b7c4edbe6511845,Jogo de copos,utilidades domesticas,45.82,2021-02-10,2.7285539671
65955a121b7c4edbe6511846,Copo térmico,esporte e lazer,63.21,2021-02-10,0.0
65955a121b7c4edbe6511847,Lava louças,eletrodomesticos,1774.54,2021-02-10,95.0200209924
65955a121b7c4edbe6511848,Tablet ABXY,eletronicos,1032.22,2021-02-10,55.2457355743
65955a121b7c4edbe6511849,Mesa de centro,moveis,181.36,2021-02-10,10.187978921
65955a121b7c4edbe651184a,Ciência de dados com python,livros,88.38,2021-02-10,4.9947459295
65955a121b7c4edbe651184b,Jogo de copos,utilidades domesticas,46.17,2021-02-10,0.0
65955a121b7c4edbe651184c,Cama king,moveis,677.19,2021-02-10,43.856381348
65955a121b7c4edbe651184d,Cômoda,moveis,386.81,2021-02-10,18.1809078858
65955a121b7c4edbe651184e,Secadora de roupas,eletrodomesticos,1541.69,2022-02-10,82.3791312863
65955a121b7c4edbe651184f,Bicicleta,esporte e lazer,319.37,2022-02-10,14.5899307725
65955a121b7c4edbe6511850,Mesa de jantar,moveis,451.83,2022-02-10,24.9470033879
65955a121b7c4edbe6511851,Faqueiro,utilidades domesticas,63.18,2022-02-10,12.9450884633
65955a121b7c4edbe6511852,Panela de pressão,utilidades domesticas,96.77,2022-02-10,2.7371504432
65955a121b7c4edbe6511853,Assistente virtual,eletronicos,195.86,2022-02-10,13.5927720968
65955a121b7c4edbe6511854,Corda de pular,esporte e lazer,10.99,2022-02-10,1.4735996126
65955a121b7c4edbe6511855,Secadora de roupas,eletrodomesticos,1305.35,2022-02-10,67.0903995466
65955a121b7c4edbe6511856,Corda de pular,esporte e lazer,19.43,2022-02-10,0.0
65955a121b7c4edbe6511857,Smart TV,eletronicos,1603.88,2022-02-10,85.9328894066
65955a121b7c4edbe6511858,Bola de vôlei,esporte e lazer,60.57,2023-02-10,0.0
65955a121b7c4edbe6511859,Copo térmico,esporte e lazer,85.79,2023-02-10,2.1524984754
65955a121b7c4edbe651185a,Smart TV,eletronicos,2342.38,2023-02-10,136.370716379
65955a121b7c4edbe651185b,Lava louças,eletrodomesticos,1633.75,2023-02-10,84.5767115868
65955a121b7c4edbe651185c,Mochila,esporte e lazer,120.14,2023-02-10,3.9815326368
65955a121b7c4edbe651185d,Mesa de centro,moveis,297.82,2023-02-10,16.3891235623
65955a121b7c4edbe651186c,Mochila,esporte e lazer,135.66,2021-03-10,4.8079259463
65955a121b7c4edbe651186d,Cadeira de escritório,moveis,523.49,2021-03-10,28.163044443
65955a121b7c4edbe651186e,Assistente virtual,eletronicos,167.1,2021-03-10,16.6995819134
65955a121b7c4edbe651186f,Assistente virtual,eletronicos,249.15,2021-03-10,10.8509270226
65955a121b7c4edbe6511870,Tablet ABXY,eletronicos,983.38,2021-03-10,49.9464656624
65955a121b7c4edbe6511871,Celular Plus X42,eletronicos,3083.29,2021-03-10,170.5555310841
65955a121b7c4edbe6511872,Smartwatch,eletronicos,291.94,2021-03-10,18.7087430494
65955a121b7c4edbe6511873,Guitarra,instrumentos musicais,1056.96,2021-03-10,64.0779913465
65955a121b7c4edbe6511874,Jogo de tabuleiro,brinquedos,167.7,2022-03-10,6.5139595571
65955a121b7c4edbe6511875,Jogo de panelas,utilidades domesticas,248.48,2022-03-10,14.1192276468
65955a121b7c4edbe6511876,Micro-ondas,eletrodomesticos,910.41,2022-03-10,49.8757089657
65955a121b7c4edbe6511877,Iniciando em programação,livros,64.99,2022-03-10,3.7436478926
65955a121b7c4edbe6511878,Smart TV,eletronicos,2037.66,2022-03-10,109.0255298857
65955a121b7c4edbe6511879,Sofá retrátil,moveis,917.4,2022-03-10,46.4332291568
65955a121b7c4edbe651187a,Dashboards com Power BI,livros,38.92,2022-03-10,5.2361892357
65955a121b7c4edbe651187b,Bola de vôlei,esporte e lazer,60.07,2022-03-10,3.7296513103
65955a121b7c4edbe651187c,Bola de vôlei,esporte e lazer,78.65,2023-03-10,4.4710017978
65955a121b7c4edbe651187d,Cama box,moveis,798.9,2023-03-10,40.1234606527
65955a121b7c4edbe651187e,Smartwatch,eletronicos,265.82,2023-03-10,11.7385543725
65955a121b7c4edbe651187f,TV Led UHD 4K,eletronicos,2905.96,2023-03-10,152.3180667656
65955a121b7c4edbe6511880,Jogo de tabuleiro,brinquedos,302.13,2023-03-10,16.3706394797
65955a121b7c4edbe6511881,Bola de basquete,esporte e lazer,60.31,2023-03-10,6.3751423859
65955a121b7c4edbe6511882,Headset,eletronicos,299.6,2023-03-10,19.116615005
65955a121b7c4edbe6511883,Headset,eletronicos,210.37,2023-03-10,8.7860086885
65955a121b7c4edbe6511884,Cubo mágico 8x8,brinquedos,15.93,2023-03-10,1.5352367267
65955a121b7c4edbe6511885,Ciência de dados com python,livros,72.96,2023-03-10,1.4693395733
65955a121b7c4edbe6511886,Fone de ouvido,eletronicos,94.61,2023-03-10,2.6221369413
65955a121b7c4edbe651188d,Celular Plus X42,eletronicos,3140.32,2021-04-10,164.7970317161
65955a121b7c4edbe651188e,Mochila,esporte e lazer,132.57,2021-04-10,7.5900582011
65955a121b7c4edbe651188f,Fogão,eletrodomesticos,1178.42,2021-04-10,60.3317589033
65955a121b7c4edbe6511890,Cubo mágico 8x8,brinquedos,19.63,2021-04-10,0.0
65955a121b7c4edbe6511891,Jogo de tabuleiro,brinquedos,316.93,2021-04-10,14.460008113
65955a121b7c4edbe6511892,Panela de pressão,utilidades domesticas,120.98,2021-04-10,6.9729255684
65955a121b7c4edbe6511893,Jogo de panelas,utilidades domesticas,157.74,2021-04-10,8.9254454439
65955a121b7c4edbe6511894,Impressora,eletronicos,312.33,2021-04-10,14.2150719517
65955a121b7c4edbe6511895,Fogão,eletrodomesticos,712.85,2021-04-10,38.2402438681
65955a121b7c4edbe6511896,Dashboards com Power BI,livros,40.09,2021-04-10,2.6609368826
65955a121b7c4edbe6511897,Faqueiro,utilidades domesticas,46.87,2021-04-10,3.0267910212
65955a121b7c4edbe6511898,Boneca bebê,brinquedos,62.23,2021-04-10,0.0
65955a121b7c4edbe6511899,Xadrez de madeira,brinquedos,42.2,2021-04-10,2.5357998576
65955a121b7c4edbe651189a,Sofá retrátil,moveis,833.46,2022-04-10,45.2676527908
65955a121b7c4edbe651189b,Iniciando em programação,livros,82.76,2022-04-10,1.9911600909
65955a121b7c4edbe651189c,Sofá retrátil,moveis,927.55,2022-04-10,46.9736861215
65955a121b7c4edbe651189d,Boneca bebê,brinquedos,72.55,2022-04-10,4.1518460525
65955a121b7c4edbe651189e,Xadrez de madeira,brinquedos,35.63,2022-04-10,2.5842024611
65955a121b7c4edbe651189f,Sofá retrátil,moveis,861.08,2022-04-10,50.3299582356
65955a121b7c4edbe65118a0,Blocos de montar,brinquedos,57.15,2022-04-10,3.5741700949
65955a121b7c4edbe65118a1,Poltrona,moveis,378.03,2022-04-10,20.4177370454
65955a121b7c4edbe65118a2,Mochila,esporte e lazer,124.79,2022-04-10,7.5331072563
65955a121b7c4edbe65118a3,Cama box,moveis,895.97,2022-04-10,45.2921461269
65955a121b7c4edbe65118a4,Dinossauro Rex,brinquedos,29.03,2022-04-10,0.0
65955a121b7c4edbe65118b0,Bicicleta,esporte e lazer,327.2,2021-05-10,17.705541559
65955a121b7c4edbe65118b1,Micro-ondas,eletrodomesticos,697.82,2021-05-10,37.4399415845
65955a121b7c4edbe65118b2,Blocos de montar,brinquedos,51.38,2021-05-10,3.6756782604
65955a121b7c4edbe65118b3,Ciência de dados com python,livros,81.5,2021-05-10,1.9240688815
65955a121b7c4edbe65118b4,Cubo mágico 8x8,brinquedos,21.21,2021-05-10,1.4124946005
65955a121b7c4edbe65118b5,Jogo de copos,utilidades domesticas,31.74,2021-05-10,1.9788363255
65955a121b7c4edbe65118b6,Corda de pular,esporte e lazer,20.18,2021-05-10,1.3633011026
65955a121b7c4edbe65118b7,Tablet ABXY,eletronicos,2161.06,2021-05-10,115.6010481842
65955a121b7c4edbe65118b8,Guitarra,instrumentos musicais,1121.4,2022-05-10,62.8749926989
65955a121b7c4edbe65118b9,Panela de pressão,utilidades domesticas,94.88,2022-05-10,2.636513629
65955a121b7c4edbe65118ba,Bola de basquete,esporte e lazer,64.28,2022-05-10,1.0071556862
65955a121b7c4edbe65118bb,Celular Plus X42,eletronicos,2707.24,2022-05-10,144.4355114379
65955a121b7c4edbe65118bc,TV Led UHD 4K,eletronicos,2922.39,2022-05-10,156.1347407607
65955a121b7c4edbe65118bd,Dashboards com Power BI,livros,35.75,2022-05-10,0.0
65955a121b7c4edbe65118c7,Cômoda,moveis,333.9,2021-06-10,18.0679473062
65955a121b7c4edbe65118c8,Micro-ondas,eletrodomesticos,784.89,2021-06-10,42.0761571427
65955a121b7c4edbe65118c9,Bateria,instrumentos musicais,991.64,2021-06-10,53.4888588971
65955a121b7c4edbe65118ca,Modelagem preditiva,livros,75.19,2021-06-10,1.5880803645
65955a121b7c4edbe65118cb,Faqueiro,utilidades domesticas,43.38,2022-06-10,0.0
65955a121b7c4edbe65118cc,Bicicleta,esporte e lazer,953.99,2022-06-10,51.0802234217
65955a121b7c4edbe65118cd,Celular Plus X42,eletronicos,1700.76,2022-06-10,90.8434793361
65955a121b7c4edbe65118d3,Fone de ouvido,eletronicos,171.92,2021-07-10,9.6853273204
65955a121b7c4edbe65118d4,Modelagem preditiva,livros,71.33,2021-07-10,4.0812338193
65955a121b7c4edbe65118d5,Pandeiro,instrumentos musicais,128.15,2021-07-10,7.5106141236
65955a121b7c4edbe65118d6,Smart TV,eletronicos,2036.15,2021-07-10,106.0033010052
65955a121b7c4edbe65118d7,Tablet ABXY,eletronicos,1324.52,2021-07-10,68.1111443755
65955a121b7c4edbe65118d8,Fone de ouvido,eletronicos,101.74,2021-07-10,5.7061257372
65955a121b7c4edbe65118d9,Fogão,eletrodomesticos,674.7,2022-07-10,36.2088711387
65955a121b7c4edbe65118da,Xadrez de madeira,brinquedos,27.87,2022-07-10,1.7671195645
65955a121b7c4edbe65118db,Assistente virtual,eletronicos,317.68,2022-07-10,17.8039194653
65955a121b7c4edbe65118dc,Cama king,moveis,783.56,2022-07-10,39.3066518016
65955a121b7c4edbe65118dd,Ciência de dados com python,livros,94.93,2022-07-10,2.6391759786
65955a121b7c4edbe65118de,Tablet ABXY,eletronicos,2015.24,2022-07-10,108.7045826911
65955a121b7c4edbe65118df,Smartwatch,eletronicos,266.47,2022-07-10,20.5683402158
65955a121b7c4edbe65118e0,Pandeiro,instrumentos musicais,93.98,2022-07-10,2.5885913366
65955a121b7c4edbe65118e1,Ciência de dados com python,livros,73.49,2022-07-10,1.4975604788
65955a121b7c4edbe65118e2,Impressora,eletronicos,476.11,2022-07-10,26.2912730011
65955a121b7c4edbe65118e3,Cadeira de escritório,moveis,512.93,2022-07-10,24.8964184659
65955a121b7c4edbe65118e4,Mochila,esporte e lazer,143.82,2022-07-10,5.2424213978
65955a121b7c4edbe65118e5,Dashboards com Power BI,livros,46.91,2022-07-10,0.0
65955a121b7c4edbe65118ec,Bola de basquete,esporte e lazer,74.44,2021-08-10,4.8521212294
65955a121b7c4edbe65118ed,Bicicleta,esporte e lazer,606.86,2021-08-10,29.8979083865
65955a121b7c4edbe65118ee,Xadrez de madeira,brinquedos,49.19,2022-08-10,3.5076346916
65955a121b7c4edbe65118ef,Cômoda,moveis,378.94,2022-08-10,17.7618540619
65955a121b7c4edbe65118f0,Iniciando em programação,livros,75.8,2022-08-10,4.3192478717
65955a121b7c4edbe65118f1,Tablet ABXY,eletronicos,1205.02,2022-08-10,61.7481288798
65955a121b7c4edbe65118f2,Bateria,instrumentos musicais,952.86,2022-08-10,48.3213674788
65955a121b7c4edbe65118f3,Modelagem preditiva,livros,106.3,2022-08-10,6.1912597318
65955a121b7c4edbe65118f4,Dinossauro Rex,brinquedos,28.41,2022-08-10,0.0
65955a121b7c4edbe65118f5,Carrinho controle remoto,brinquedos,90.51,2022-08-10,2.4038242758
65955a121b7c4edbe65118f6,Tablet ABXY,eletronicos,2060.13,2022-08-10,107.2801638637
65955a121b7c4edbe65118f7,Blocos de montar,brinquedos,49.96,2022-08-10,0.0
65955a121b7c4edbe65118f8,Guarda roupas,moveis,688.44,2022-08-10,45.7517452595
65955a121b7c4edbe65118f9,Cama king,moveis,1231.6,2022-08-10,66.1100993751
65955a121b7c4edbe65118fa,Mesa de jantar,moveis,461.26,2022-08-10,24.8494841559
65955a121b7c4edbe6511903,Micro-ondas,eletrodomesticos,645.48,2021-09-10,31.954307202
65955a121b7c4edbe6511904,Copo térmico,esporte e lazer,88.76,2021-09-10,2.3106420405
65955a121b7c4edbe6511905,Violão,instrumentos musicais,397.84,2021-09-10,21.4669090454
65955a121b7c4edbe6511906,Guitarra,instrumentos musicais,1004.7,2021-09-10,53.7803783655
65955a121b7c4edbe6511907,Celular Plus X42,eletronicos,2221.4,2021-09-10,119.171282307
65955a121b7c4edbe6511908,Iniciando em programação,livros,70.71,2021-09-10,1.3495338422
65955a121b7c4edbe6511909,Xadrez de madeira,brinquedos,41.55,2021-09-10,0.0
65955a121b7c4edbe651190a,Xadrez de madeira,brinquedos,35.02,2022-09-10,2.3958141708
65955a121b7c4edbe651190b,Lava louças,eletrodomesticos,1742.09,2022-09-10,99.1406659552
65955a121b7c4edbe651190c,Mochila,esporte e lazer,136.31,2022-09-10,7.7892019496
65955a121b7c4edbe651190d,Geladeira,eletrodomesticos,3227.68,2022-09-10,172.7526650105
65955a121b7c4edbe651190e,Dinossauro Rex,brinquedos,19.07,2022-09-10,0.0
65955a121b7c4edbe651190f,Guitarra,instrumentos musicais,1268.14,2022-09-10,68.0509049125
65955a121b7c4edbe6511914,Iniciando em programação,livros,52.73,2021-10-10,0.0
65955a121b7c4edbe6511915,Geladeira,eletrodomesticos,2144.77,2021-10-10,111.7869892324
65955a121b7c4edbe6511916,Tablet ABXY,eletronicos,1462.0,2021-10-10,78.3733667033
65955a121b7c4edbe6511917,Headset,eletronicos,320.87,2021-10-10,17.6164667186
65955a121b7c4edbe6511918,Mesa de jantar,moveis,217.18,2021-10-10,9.1486207013
65955a121b7c4edbe6511919,Guitarra,instrumentos musicais,870.23,2021-10-10,43.9215685632
65955a121b7c4edbe651191a,Jogo de copos,utilidades domesticas,36.63,2021-10-10,0.0
65955a121b7c4edbe651191b,Panela de pressão,utilidades domesticas,108.25,2021-10-10,6.2950913654
65955a121b7c4edbe651191c,Ciência de dados com python,livros,50.65,2021-10-10,8.938895511
65955a121b7c4edbe651191d,Panela de pressão,utilidades domesticas,97.73,2022-10-10,2.7882675551
65955a121b7c4edbe651191e,Pandeiro,instrumentos musicais,107.88,2022-10-10,8.9081017762
65955a121b7c4edbe651191f,Cadeira de escritório,moveis,535.78,2022-10-10,34.9082875226
65955a121b7c4edbe6511920,Kit banquetas,moveis,416.74,2022-10-10,22.721255803
65955a121b7c4edbe6511921,Jogo de panelas,utilidades domesticas,105.35,2022-10-10,6.4979857397
65955a121b7c4edbe6511922,Mochila,esporte e lazer,149.28,2022-10-10,5.5331499719
65955a121b7c4edbe6511923,Guitarra,instrumentos musicais,1253.94,2022-10-10,64.3529717087
65955a121b7c4edbe6511924,Smart TV,eletronicos,2083.91,2022-10-10,111.4930427826
65955a121b7c4edbe6511925,Assistente virtual,eletronicos,278.03,2022-10-10,15.3353655986
65955a121b7c4edbe6511926,Mesa de centro,moveis,203.16,2022-10-10,11.7060739877
65955a121b7c4edbe651192f,Mesa de jantar,moveis,203.54,2021-11-10,11.1210185782
65955a121b7c4edbe6511930,Bateria,instrumentos musicais,1000.21,2021-11-10,50.8426125309
65955a121b7c4edbe6511931,Bola de basquete,esporte e lazer,93.05,2021-11-10,2.5390716344
65955a121b7c4edbe6511932,Blocos de montar,brinquedos,48.05,2021-11-10,10.3605275639
65955a121b7c4edbe6511933,Micro-ondas,eletrodomesticos,402.34,2021-11-10,19.0078336652
65955a121b7c4edbe6511934,Dashboards com Power BI,livros,51.53,2021-11-10,0.0
65955a121b7c4edbe6511935,Lavadora de roupas,eletrodomesticos,1856.37,2021-11-10,96.430556856
65955a121b7c4edbe6511936,Pandeiro,instrumentos musicais,99.49,2021-11-10,5.5806691026
65955a121b7c4edbe6511937,Sofá retrátil,moveis,801.14,2021-11-10,42.9414207562
65955a121b7c4edbe6511938,Cubo mágico 8x8,brinquedos,13.02,2021-11-10,0.0
65955a121b7c4edbe6511939,Lavadora de roupas,eletrodomesticos,1802.7,2021-11-10,107.6343799543
65955a121b7c4edbe651193a,Jogo de tabuleiro,brinquedos,323.39,2021-11-10,14.8039836787
65955a121b7c4edbe651193b,Jogo de tabuleiro,brinquedos,213.84,2021-11-10,8.9707757493
65955a121b7c4edbe651193c,Smart TV,eletronicos,1700.74,2022-11-10,88.1437275539
65955a121b7c4edbe651193d,Dashboards com Power BI,livros,44.24,2022-11-10,0.0
65955a121b7c4edbe651193e,Jogo de tabuleiro,brinquedos,196.4,2022-11-10,8.0421482159
65955a121b7c4edbe651193f,Faqueiro,utilidades domesticas,49.4,2022-11-10,5.7942177076
65955a121b7c4edbe6511940,Ciência de dados com python,livros,67.12,2022-11-10,1.1583771423
65955a121b7c4edbe6511941,Sofá retrátil,moveis,950.49,2022-11-10,48.1951721088
65955a121b7c4edbe6511942,Smart TV,eletronicos,1922.67,2022-11-10,102.9074978576
65955a121b7c4edbe6511943,Sofá retrátil,moveis,894.61,2022-11-10,59.2813193556
65955a121b7c4edbe6511944,TV Led UHD 4K,eletronicos,3240.02,2022-11-10,173.052422237
65955a121b7c4edbe6511945,Cadeira de escritório,moveis,474.82,2022-11-10,22.8671756161
65955a121b7c4edbe6511946,Corda de pular,esporte e lazer,30.22,2022-11-10,0.0
65955a121b7c4edbe6511947,Smart TV,eletronicos,2216.24,2022-11-10,115.5925517218
65955a121b7c4edbe6511952,Kit banquetas,moveis,450.15,2021-12-10,21.5535723335
65955a121b7c4edbe6511953,Cama king,moveis,942.89,2021-12-10,47.7904949726
65955a121b7c4edbe6511954,Tablet ABXY,eletronicos,2313.54,2021-12-10,123.4721708464
65955a121b7c4edbe6511955,Bola de vôlei,esporte e lazer,75.97,2021-12-10,1.629613018
65955a121b7c4edbe6511956,Dinossauro Rex,brinquedos,27.41,2021-12-10,0.0
65955a121b7c4edbe6511957,Celular ABXY,eletronicos,1790.48,2021-12-10,92.9221125797
65955a121b7c4edbe6511958,Pandeiro,instrumentos musicais,117.45,2021-12-10,6.5369850717
65955a121b7c4edbe6511959,Fone de ouvido,eletronicos,167.81,2021-12-10,9.4664821849
65955a121b7c4edbe651195a,Bola de basquete,esporte e lazer,94.61,2021-12-10,2.6221369413
65955a121b7c4edbe651195b,Boneca bebê,brinquedos,64.23,2021-12-10,1.0044933366
65955a121b7c4edbe651195c,Kit banquetas,moveis,426.89,2021-12-10,23.2617127677
65955a121b7c4edbe651195d,Lava louças,eletrodomesticos,1858.84,2022-12-10,96.5620769253
65955a121b7c4edbe651195e,Ciência de dados com python,livros,61.12,2022-12-10,6.4182724491
65955a121b7c4edbe651195f,Lavadora de roupas,eletrodomesticos,1830.19,2022-12-10,97.9832160748
65955a121b7c4edbe6511960,Panela de pressão,utilidades domesticas,75.32,2022-12-10,4.5416679322
65955a121b7c4edbe6511961,Cadeira de escritório,moveis,472.29,2022-12-10,26.5471370076
65955a121b7c4edbe6511962,Mochila,esporte e lazer,123.31,2022-12-10,7.9650018803
65955a121b7c4edbe6511963,Xadrez de madeira,brinquedos,48.44,2022-12-10,3.1103887981
65955a121b7c4edbe6511964,Ciência de dados com python,livros,57.43,2022-12-10,0.0
65955a121b7c4edbe651196c,Smartwatch,eletronicos,164.29,2021-01-11,9.6363634243
65955a121b7c4edbe651196d,Lava louças,eletrodomesticos,1465.66,2021-01-11,78.3251116118
65955a121b7c4edbe651196e,Jogo de panelas,utilidades domesticas,271.09,2021-01-11,14.965831477
65955a121b7c4edbe651196f,Impressora,eletronicos,363.89,2021-01-11,16.9604868384
65955a121b7c4edbe6511970,Bicicleta,esporte e lazer,528.74,2021-01-11,29.0422295116
65955a121b7c4edbe6511971,Guitarra,instrumentos musicais,1296.74,2022-01-11,66.631942949
65955a121b7c4edbe6511972,Bola de vôlei,esporte e lazer,68.34,2022-01-11,4.5273145807
65955a121b7c4edbe6511973,Cubo mágico 8x8,brinquedos,28.86,2022-01-11,2.4765560096
65955a121b7c4edbe6511974,Dinossauro Rex,brinquedos,18.17,2022-01-11,1.9073456695
65955a121b7c4edbe6511975,Assistente virtual,eletronicos,210.8,2022-01-11,12.1643136606
65955a121b7c4edbe6511976,Celular Plus X42,eletronicos,2491.61,2022-01-11,135.834553054
65955a121b7c4edbe6511977,Dashboards com Power BI,livros,40.33,2023-01-11,0.0
